TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
LAL,LAL @ GSW,12/22/2012,W,265,118,49,107,45.8,9,27,33.3,11,14,78.6,15,34,49,33,9,3,20,20,3
LAL,LAL vs. CHA,12/18/2012,W,240,101,35,88,39.8,10,31,32.3,21,27,77.8,16,32,48,21,6,10,11,18,1
LAL,LAL @ PHI,12/16/2012,W,240,111,39,80,48.8,14,34,41.2,19,24,79.2,11,30,41,22,13,4,15,9,13
LAL,LAL @ WAS,12/14/2012,W,240,102,37,82,45.1,8,29,27.6,20,28,71.4,13,32,45,18,10,6,13,20,6
LAL,LAL @ NYK,12/13/2012,L,240,107,35,84,41.7,12,37,32.4,25,29,86.2,12,32,44,13,4,4,14,21,-9
LAL,LAL @ CLE,12/11/2012,L,240,94,31,75,41.3,7,27,25.9,25,40,62.5,15,39,54,11,7,3,19,22,-6
LAL,LAL vs. UTA,12/09/2012,L,240,110,40,85,47.1,15,28,53.6,15,18,83.3,17,22,39,29,5,7,14,21,-7
LAL,LAL @ OKC,12/07/2012,L,240,108,36,84,42.9,11,28,39.3,25,31,80.6,15,30,45,17,11,5,17,23,-6
LAL,LAL @ NOH,12/05/2012,W,240,103,37,80,46.3,13,28,46.4,16,22,72.7,9,37,46,24,11,8,9,16,16
LAL,LAL @ HOU,12/04/2012,L,240,105,38,83,45.8,7,21,33.3,22,34,64.7,15,38,53,16,7,11,19,25,-2
LAL,LAL vs. ORL,12/02/2012,L,240,103,36,86,41.9,6,17,35.3,25,39,64.1,12,34,46,20,5,2,11,16,-10
LAL,LAL vs. DEN,11/30/2012,W,240,122,47,87,54,17,33,51.5,11,17,64.7,15,31,46,33,11,6,15,22,19
LAL,LAL vs. IND,11/27/2012,L,240,77,24,76,31.6,6,28,21.4,23,43,53.5,15,41,56,13,10,5,21,25,-2
LAL,LAL @ DAL,11/24/2012,W,240,115,40,82,48.8,12,22,54.5,23,34,67.6,11,50,61,21,11,4,19,23,26
LAL,LAL @ MEM,11/23/2012,L,240,98,33,74,44.6,12,27,44.4,20,24,83.3,11,17,28,19,6,5,18,28,-8
LAL,LAL @ SAC,11/21/2012,L,240,97,29,65,44.6,12,26,46.2,27,39,69.2,6,27,33,16,6,4,20,22,-16
LAL,LAL vs. BKN,11/20/2012,W,240,95,35,73,47.9,6,21,28.6,19,37,51.4,8,35,43,23,5,5,11,18,5
LAL,LAL vs. HOU,11/18/2012,W,240,119,46,85,54.1,9,20,45,18,28,64.3,9,32,41,27,10,3,13,15,11
LAL,LAL vs. PHX,11/16/2012,W,240,114,42,89,47.2,8,21,38.1,22,28,78.6,17,31,48,25,7,9,12,15,12
LAL,LAL vs. SAS,11/13/2012,L,240,82,31,74,41.9,6,20,30,14,22,63.6,13,35,48,18,5,9,17,14,-2
LAL,LAL vs. SAC,11/11/2012,W,240,103,36,81,44.4,8,25,32,23,30,76.7,18,32,50,23,6,7,18,13,13
LAL,LAL vs. GSW,11/09/2012,W,240,101,36,90,40,8,28,28.6,21,28,75,16,42,58,22,9,6,16,14,24
LAL,LAL @ UTA,11/07/2012,L,240,86,25,74,33.8,4,23,17.4,32,46,69.6,15,33,48,11,10,3,19,14,-9
LAL,LAL vs. DET,11/04/2012,W,240,108,40,77,51.9,10,22,45.5,18,26,69.2,16,30,46,27,11,8,15,20,29
LAL,LAL vs. LAC,11/02/2012,L,240,95,34,68,50,7,16,43.8,20,28,71.4,7,31,38,15,7,7,20,23,-10
LAL,LAL @ POR,10/31/2012,L,240,106,36,72,50,8,18,44.4,26,32,81.3,15,30,45,21,6,2,25,29,-10
LAL,LAL vs. DAL,10/30/2012,L,240,91,38,77,49.4,3,13,23.1,12,31,38.7,15,31,46,24,6,5,14,21,-8
LAL,LAL @ SAC,04/26/2012,L,240,96,41,91,45.1,7,15,46.7,7,9,77.8,11,30,41,27,4,3,15,14,-17
LAL,LAL vs. OKC,04/22/2012,W,290,114,41,106,38.7,5,16,31.3,27,40,67.5,25,42,67,26,12,10,13,19,8
LAL,LAL @ SAS,04/20/2012,L,240,97,33,76,43.4,6,14,42.9,25,30,83.3,10,19,29,19,9,4,15,14,-24
LAL,LAL @ GSW,04/18/2012,W,240,99,37,79,46.8,4,16,25,21,28,75,11,44,55,34,7,6,14,10,12
LAL,LAL vs. SAS,04/17/2012,L,240,91,39,80,48.8,2,10,20,11,11,100,8,29,37,28,6,3,20,14,-21
LAL,LAL vs. DAL,04/15/2012,W,265,112,42,93,45.2,7,18,38.9,21,27,77.8,15,37,52,27,4,1,8,16,4
LAL,LAL vs. DEN,04/13/2012,W,240,103,38,75,50.7,7,15,46.7,20,29,69,14,31,45,25,9,7,23,12,6
LAL,LAL @ SAS,04/11/2012,W,240,98,40,89,44.9,11,23,47.8,7,12,58.3,16,44,60,23,4,4,12,10,14
LAL,LAL @ NOH,04/09/2012,W,240,93,34,73,46.6,5,10,50,20,26,76.9,12,34,46,20,2,6,13,11,2
LAL,LAL @ PHX,04/07/2012,L,240,105,47,97,48.5,1,9,11.1,10,18,55.6,20,34,54,22,2,2,13,19,-20
LAL,LAL vs. HOU,04/06/2012,L,240,107,36,84,42.9,3,11,27.3,32,36,88.9,13,35,48,23,6,5,15,20,-5
LAL,LAL @ LAC,04/04/2012,W,240,113,43,83,51.8,6,16,37.5,21,30,70,12,32,44,25,5,8,12,16,5
LAL,LAL vs. NJN,04/03/2012,W,240,91,39,81,48.1,7,22,31.8,6,6,100,11,39,50,27,4,1,16,16,4
LAL,LAL vs. GSW,04/01/2012,W,240,120,44,82,53.7,10,19,52.6,22,31,71,15,35,50,31,4,7,15,17,8
LAL,LAL vs. NOH,03/31/2012,W,240,88,32,77,41.6,7,22,31.8,17,22,77.3,12,35,47,28,5,5,15,11,3
LAL,LAL vs. OKC,03/29/2012,L,240,93,35,84,41.7,4,11,36.4,19,23,82.6,17,28,45,15,3,9,13,16,-9
LAL,LAL @ GSW,03/27/2012,W,240,104,36,86,41.9,5,20,25,27,34,79.4,17,35,52,23,3,5,13,13,3
LAL,LAL vs. MEM,03/25/2012,L,240,96,31,73,42.5,7,18,38.9,27,30,90,12,26,38,21,9,5,16,14,-6
LAL,LAL vs. POR,03/23/2012,W,240,103,40,85,47.1,6,19,31.6,17,26,65.4,17,36,53,33,6,5,15,14,7
LAL,LAL @ DAL,03/21/2012,W,240,109,45,77,58.4,9,18,50,10,13,76.9,9,37,46,25,4,5,14,12,16
LAL,LAL @ HOU,03/20/2012,L,240,104,42,83,50.6,6,16,37.5,14,16,87.5,9,22,31,18,7,5,15,17,-3
LAL,LAL vs. UTA,03/18/2012,L,240,99,33,73,45.2,2,13,15.4,31,40,77.5,7,38,45,24,6,6,24,20,-4
LAL,LAL vs. MIN,03/16/2012,W,240,97,33,80,41.3,10,22,45.5,21,27,77.8,11,36,47,21,7,12,13,17,5
LAL,LAL @ NOH,03/14/2012,W,265,107,37,82,45.1,5,19,26.3,28,35,80,11,33,44,24,12,3,19,16,6
LAL,LAL @ MEM,03/13/2012,W,290,116,41,83,49.4,6,20,30,28,34,82.4,6,45,51,24,4,5,18,12,5
LAL,LAL vs. BOS,03/11/2012,W,240,97,36,71,50.7,8,16,50,17,26,65.4,8,34,42,25,8,3,18,16,3
LAL,LAL @ MIN,03/09/2012,W,240,105,39,82,47.6,6,18,33.3,21,27,77.8,17,28,45,22,5,8,17,16,3
LAL,LAL @ WAS,03/07/2012,L,240,101,32,81,39.5,8,21,38.1,29,37,78.4,9,33,42,21,9,6,13,16,-5
LAL,LAL @ DET,03/06/2012,L,265,85,34,81,42,3,22,13.6,14,17,82.4,13,38,51,22,4,8,13,15,-3
LAL,LAL vs. MIA,03/04/2012,W,240,93,35,71,49.3,5,17,29.4,18,25,72,13,31,44,19,7,10,18,17,10
LAL,LAL vs. SAC,03/02/2012,W,240,115,44,82,53.7,6,17,35.3,21,26,80.8,8,40,48,25,2,7,13,13,8
LAL,LAL vs. MIN,02/29/2012,W,240,104,41,84,48.8,5,21,23.8,17,22,77.3,9,39,48,30,7,8,13,19,19
LAL,LAL @ OKC,02/23/2012,L,240,85,30,78,38.5,4,13,30.8,21,23,91.3,8,33,41,16,5,2,13,18,-15
LAL,LAL @ DAL,02/22/2012,W,240,96,35,76,46.1,8,20,40,18,31,58.1,17,32,49,21,8,4,17,17,5
LAL,LAL vs. POR,02/20/2012,W,240,103,38,83,45.8,8,19,42.1,19,22,86.4,14,37,51,23,11,3,15,18,11
LAL,LAL @ PHX,02/19/2012,L,240,90,35,78,44.9,3,18,16.7,17,25,68,9,36,45,21,7,5,18,22,-12
LAL,LAL vs. PHX,02/17/2012,W,240,111,44,83,53,5,11,45.5,18,24,75,9,43,52,26,12,4,20,11,12
LAL,LAL vs. ATL,02/14/2012,W,240,86,37,84,44,8,17,47.1,4,9,44.4,14,38,52,20,4,7,17,13,8
LAL,LAL @ TOR,02/12/2012,W,240,94,35,81,43.2,10,23,43.5,14,20,70,12,29,41,19,6,3,15,14,2
LAL,LAL @ NYK,02/10/2012,L,240,85,30,80,37.5,6,24,25,19,23,82.6,12,36,48,13,6,5,17,29,-7
LAL,LAL @ BOS,02/09/2012,W,265,88,36,91,39.6,1,15,6.7,15,20,75,15,40,55,13,6,7,12,12,1
LAL,LAL @ PHI,02/06/2012,L,240,90,34,81,42,7,24,29.2,15,20,75,21,34,55,23,4,4,16,17,-5
LAL,LAL @ UTA,02/04/2012,L,240,87,29,75,38.7,4,14,28.6,25,30,83.3,16,26,42,12,3,4,14,17,-9
LAL,LAL @ DEN,02/03/2012,W,240,93,37,78,47.4,4,13,30.8,15,25,60,8,39,47,19,8,6,11,17,4
LAL,LAL vs. CHA,01/31/2012,W,240,106,42,76,55.3,12,26,46.2,10,11,90.9,7,40,47,26,4,5,16,16,33
LAL,LAL @ MIN,01/29/2012,W,240,106,40,79,50.6,8,19,42.1,18,23,78.3,7,34,41,19,0,7,12,18,5
LAL,LAL @ MIL,01/28/2012,L,240,89,36,82,43.9,6,19,31.6,11,17,64.7,16,28,44,23,5,5,15,16,-11
LAL,LAL vs. LAC,01/25/2012,W,240,96,32,66,48.5,8,16,50,24,32,75,10,26,36,20,4,8,16,15,5
LAL,LAL vs. IND,01/22/2012,L,240,96,36,86,41.9,2,9,22.2,22,33,66.7,18,25,43,22,10,5,8,16,-2
LAL,LAL @ ORL,01/20/2012,L,240,80,29,76,38.2,6,20,30,16,22,72.7,8,34,42,19,5,3,8,18,-12
LAL,LAL @ MIA,01/19/2012,L,240,87,34,81,42,6,20,30,13,16,81.3,12,26,38,19,7,6,14,15,-11
LAL,LAL vs. DAL,01/16/2012,W,240,73,29,76,38.2,1,10,10,14,19,73.7,6,38,44,19,9,4,11,14,3
LAL,LAL @ LAC,01/14/2012,L,240,94,35,77,45.5,5,12,41.7,19,25,76,11,31,42,24,3,2,11,26,-8
LAL,LAL vs. CLE,01/13/2012,W,240,97,37,76,48.7,5,14,35.7,18,23,78.3,7,29,36,30,10,5,18,26,5
LAL,LAL @ UTA,01/11/2012,W,265,90,35,82,42.7,4,9,44.4,16,19,84.2,8,38,46,17,5,6,17,18,3
LAL,LAL vs. PHX,01/10/2012,W,240,99,39,80,48.8,2,17,11.8,19,23,82.6,14,35,49,27,5,2,15,18,16
LAL,LAL vs. MEM,01/08/2012,W,240,90,35,74,47.3,6,19,31.6,14,21,66.7,13,40,53,24,6,5,27,11,8
LAL,LAL vs. GSW,01/06/2012,W,240,97,37,77,48.1,3,11,27.3,20,29,69,15,32,47,27,7,4,19,18,7
LAL,LAL @ POR,01/05/2012,L,240,96,37,79,46.8,0,11,0,22,27,81.5,13,34,47,15,2,6,14,20,-11
LAL,LAL vs. HOU,01/03/2012,W,240,108,41,78,52.6,5,14,35.7,21,27,77.8,10,43,53,25,2,4,15,15,9
LAL,LAL @ DEN,01/01/2012,L,240,90,35,88,39.8,4,23,17.4,16,24,66.7,12,32,44,19,8,4,15,28,-9
LAL,LAL vs. DEN,12/31/2011,W,240,92,39,86,45.3,2,24,8.3,12,15,80,14,36,50,24,6,4,20,20,3
LAL,LAL vs. NYK,12/29/2011,W,240,99,38,73,52.1,9,16,56.3,14,22,63.6,6,34,40,23,6,7,17,28,17
LAL,LAL vs. UTA,12/27/2011,W,240,96,30,71,42.3,6,16,37.5,30,37,81.1,11,35,46,17,8,9,12,21,25
LAL,LAL @ SAC,12/26/2011,L,240,91,37,88,42,1,16,6.3,16,19,84.2,16,29,45,21,6,6,11,25,-9
LAL,LAL vs. CHI,12/25/2011,L,240,87,36,76,47.4,4,16,25,11,20,55,12,30,42,22,6,8,17,20,-1
LAL,LAL @ SAC,04/13/2011,W,265,116,45,91,49.5,6,16,37.5,20,22,90.9,4,39,43,30,8,4,12,17,8
LAL,LAL vs. SAS,04/12/2011,W,240,102,36,79,45.6,5,19,26.3,25,28,89.3,7,38,45,24,1,3,12,23,9
LAL,LAL vs. OKC,04/10/2011,L,240,106,38,81,46.9,7,15,46.7,23,28,82.1,10,24,34,23,10,5,10,23,-14
LAL,LAL @ POR,04/08/2011,L,240,86,34,86,39.5,11,25,44,7,14,50,21,31,52,14,6,4,17,21,-7
LAL,LAL @ GSW,04/06/2011,L,240,87,33,77,42.9,5,19,26.3,16,27,59.3,12,35,47,17,9,1,17,16,-8
LAL,LAL vs. UTA,04/05/2011,L,240,85,31,82,37.8,4,20,20,19,25,76,14,35,49,19,6,13,19,22,-1
LAL,LAL vs. DEN,04/03/2011,L,240,90,36,84,42.9,4,18,22.2,14,20,70,12,33,45,20,9,6,20,24,-5
LAL,LAL @ UTA,04/01/2011,W,240,96,34,71,47.9,7,18,38.9,21,30,70,6,33,39,18,2,5,10,15,11
LAL,LAL vs. DAL,03/31/2011,W,240,110,38,85,44.7,6,16,37.5,28,39,71.8,12,40,52,23,8,3,7,19,28
LAL,LAL vs. NOH,03/27/2011,W,240,102,41,85,48.2,3,17,17.6,17,21,81,13,31,44,21,7,5,9,18,18
LAL,LAL vs. LAC,03/25/2011,W,240,112,39,78,50,6,18,33.3,28,39,71.8,11,30,41,19,9,8,14,18,8
LAL,LAL vs. PHX,03/22/2011,W,315,139,53,120,44.2,11,27,40.7,22,25,88,18,38,56,30,10,5,9,18,2
LAL,LAL vs. POR,03/20/2011,W,240,84,35,78,44.9,3,17,17.6,11,12,91.7,9,26,35,24,10,5,13,17,4
LAL,LAL vs. MIN,03/18/2011,W,240,106,40,84,47.6,8,19,42.1,18,23,78.3,15,29,44,24,8,6,16,19,8
LAL,LAL vs. ORL,03/14/2011,W,240,97,39,89,43.8,6,19,31.6,13,19,68.4,14,27,41,21,8,6,5,19,13
LAL,LAL @ DAL,03/12/2011,W,240,96,37,83,44.6,5,13,38.5,17,27,63,12,31,43,20,7,2,9,17,5
LAL,LAL @ MIA,03/10/2011,L,240,88,30,75,40,7,16,43.8,21,26,80.8,13,24,37,18,9,2,11,19,-6
LAL,LAL @ ATL,03/08/2011,W,240,101,39,79,49.4,5,12,41.7,18,21,85.7,13,30,43,27,7,4,10,15,14
LAL,LAL @ SAS,03/06/2011,W,240,99,42,90,46.7,8,23,34.8,7,10,70,14,35,49,26,6,5,8,21,16
LAL,LAL vs. CHA,03/04/2011,W,240,92,34,89,38.2,5,25,20,19,21,90.5,13,37,50,19,6,12,7,17,8
LAL,LAL @ MIN,03/01/2011,W,240,90,30,80,37.5,5,15,33.3,25,27,92.6,18,35,53,12,6,2,16,17,11
LAL,LAL @ OKC,02/27/2011,W,240,90,37,76,48.7,4,15,26.7,12,18,66.7,9,27,36,19,7,5,14,13,3
LAL,LAL vs. LAC,02/25/2011,W,240,108,43,85,50.6,8,16,50,14,16,87.5,8,31,39,33,6,3,7,18,13
LAL,LAL @ POR,02/23/2011,W,265,106,41,83,49.4,11,18,61.1,13,15,86.7,10,29,39,22,8,4,17,24,5
LAL,LAL vs. ATL,02/22/2011,W,240,104,32,66,48.5,6,15,40,34,40,85,12,42,54,20,5,10,19,24,24
LAL,LAL @ CLE,02/16/2011,L,240,99,37,87,42.5,5,15,33.3,20,23,87,19,29,48,22,6,5,19,22,-5
LAL,LAL @ CHA,02/14/2011,L,240,89,35,80,43.8,3,19,15.8,16,20,80,12,30,42,24,5,4,13,24,-20
LAL,LAL @ ORL,02/13/2011,L,240,75,33,84,39.3,2,16,12.5,7,15,46.7,11,23,34,19,8,4,8,13,-14
LAL,LAL @ NYK,02/11/2011,W,240,113,45,84,53.6,6,15,40,17,25,68,7,34,41,22,9,3,14,17,17
LAL,LAL @ BOS,02/10/2011,W,240,92,35,73,47.9,3,10,30,19,25,76,12,35,47,20,3,6,15,22,6
LAL,LAL @ MEM,02/07/2011,W,240,93,32,74,43.2,8,16,50,21,35,60,14,29,43,22,12,7,14,15,9
LAL,LAL @ NOH,02/05/2011,W,240,101,36,76,47.4,6,18,33.3,23,27,85.2,8,29,37,20,8,8,4,11,6
LAL,LAL vs. SAS,02/03/2011,L,240,88,34,80,42.5,2,14,14.3,18,22,81.8,12,32,44,24,6,5,10,16,-1
LAL,LAL vs. HOU,02/01/2011,W,265,114,44,91,48.4,6,20,30,20,24,83.3,16,38,54,22,9,5,16,16,8
LAL,LAL vs. BOS,01/30/2011,L,240,96,36,81,44.4,4,9,44.4,20,27,74.1,10,20,30,10,6,4,8,22,-13
LAL,LAL vs. SAC,01/28/2011,L,240,95,33,80,41.3,7,23,30.4,22,26,84.6,15,21,36,20,5,4,14,19,-5
LAL,LAL vs. UTA,01/25/2011,W,240,120,44,71,62,8,18,44.4,24,29,82.8,4,34,38,34,11,6,18,17,29
LAL,LAL @ DEN,01/21/2011,W,240,107,47,88,53.4,4,16,25,9,14,64.3,15,32,47,24,3,4,9,20,10
LAL,LAL @ DAL,01/19/2011,L,240,100,44,81,54.3,6,16,37.5,6,7,85.7,8,27,35,20,3,4,10,12,-9
LAL,LAL vs. OKC,01/17/2011,W,240,101,38,76,50,7,14,50,18,26,69.2,11,30,41,24,4,5,15,18,7
LAL,LAL @ LAC,01/16/2011,L,240,92,31,75,41.3,3,20,15,27,33,81.8,11,34,45,12,7,8,14,23,-7
LAL,LAL vs. NJN,01/14/2011,W,240,100,35,71,49.3,5,13,38.5,25,35,71.4,7,31,38,19,8,7,9,16,12
LAL,LAL @ GSW,01/12/2011,W,240,115,42,82,51.2,5,16,31.3,26,29,89.7,18,29,47,26,6,4,14,11,5
LAL,LAL vs. CLE,01/11/2011,W,240,112,46,86,53.5,10,20,50,10,15,66.7,13,40,53,25,11,7,12,14,55
LAL,LAL vs. NYK,01/09/2011,W,240,109,38,91,41.8,8,17,47.1,25,31,80.6,17,44,61,22,8,6,13,16,22
LAL,LAL vs. NOH,01/07/2011,W,240,101,39,77,50.6,5,12,41.7,18,26,69.2,13,25,38,23,9,6,11,22,4
LAL,LAL @ PHX,01/05/2011,W,240,99,40,85,47.1,6,23,26.1,13,20,65,14,33,47,20,6,5,12,20,4
LAL,LAL vs. DET,01/04/2011,W,240,108,42,89,47.2,6,17,35.3,18,22,81.8,13,28,41,29,7,4,6,20,25
LAL,LAL vs. MEM,01/02/2011,L,240,85,33,71,46.5,6,18,33.3,13,18,72.2,6,31,37,13,5,12,20,15,-19
LAL,LAL vs. PHI,12/31/2010,W,240,102,42,82,51.2,4,14,28.6,14,19,73.7,11,34,45,19,6,4,15,15,4
LAL,LAL @ NOH,12/29/2010,W,240,103,41,70,58.6,5,17,29.4,16,20,80,10,34,44,25,7,3,21,23,15
LAL,LAL @ SAS,12/28/2010,L,240,82,29,82,35.4,8,23,34.8,16,22,72.7,12,39,51,15,5,6,16,19,-15
LAL,LAL vs. MIA,12/25/2010,L,240,80,32,79,40.5,6,19,31.6,10,15,66.7,9,34,43,22,4,1,12,23,-16
LAL,LAL vs. MIL,12/21/2010,L,240,79,35,77,45.5,2,13,15.4,7,13,53.8,15,20,35,17,6,5,18,19,-19
LAL,LAL @ TOR,12/19/2010,W,240,120,41,79,51.9,7,19,36.8,31,39,79.5,14,32,46,20,9,4,17,21,10
LAL,LAL @ PHI,12/17/2010,W,240,93,33,79,41.8,3,15,20,24,28,85.7,9,38,47,22,8,2,14,17,12
LAL,LAL @ IND,12/15/2010,W,240,109,42,82,51.2,8,17,47.1,17,24,70.8,12,39,51,25,2,5,10,22,15
LAL,LAL @ WAS,12/14/2010,W,240,103,34,75,45.3,6,21,28.6,29,40,72.5,12,33,45,23,7,3,12,19,14
LAL,LAL @ NJN,12/12/2010,W,240,99,34,82,41.5,7,16,43.8,24,29,82.8,9,33,42,20,10,7,13,20,7
LAL,LAL @ CHI,12/10/2010,L,240,84,34,78,43.6,3,13,23.1,13,18,72.2,10,30,40,20,13,10,19,17,-4
LAL,LAL @ LAC,12/08/2010,W,240,87,34,80,42.5,7,19,36.8,12,19,63.2,6,33,39,23,10,2,17,17,1
LAL,LAL vs. WAS,12/07/2010,W,240,115,40,89,44.9,7,25,28,28,35,80,22,23,45,26,12,7,13,20,7
LAL,LAL vs. SAC,12/03/2010,W,240,113,47,83,56.6,3,14,21.4,16,22,72.7,7,32,39,27,10,8,11,20,33
LAL,LAL @ HOU,12/01/2010,L,240,99,37,82,45.1,5,16,31.3,20,23,87,12,28,40,20,8,5,12,19,-10
LAL,LAL @ MEM,11/30/2010,L,240,96,34,78,43.6,7,22,31.8,21,25,84,13,29,42,16,5,7,15,23,-2
LAL,LAL vs. IND,11/28/2010,L,240,92,34,88,38.6,7,23,30.4,17,21,81,14,31,45,21,8,5,14,17,-3
LAL,LAL @ UTA,11/26/2010,L,240,96,33,79,41.8,4,15,26.7,26,31,83.9,9,29,38,14,5,2,6,19,-6
LAL,LAL vs. CHI,11/23/2010,W,240,98,32,81,39.5,10,25,40,24,27,88.9,10,28,38,19,9,9,12,18,7
LAL,LAL vs. GSW,11/21/2010,W,240,117,44,79,55.7,9,22,40.9,20,25,80,14,32,46,32,10,11,19,18,28
LAL,LAL @ MIN,11/19/2010,W,240,112,40,85,47.1,10,19,52.6,22,26,84.6,7,39,46,30,10,8,15,22,17
LAL,LAL @ DET,11/17/2010,W,240,103,37,83,44.6,7,16,43.8,22,24,91.7,13,42,55,21,4,2,12,18,13
LAL,LAL @ MIL,11/16/2010,W,240,118,42,78,53.8,10,16,62.5,24,29,82.8,8,32,40,24,9,4,13,20,11
LAL,LAL vs. PHX,11/14/2010,L,240,116,47,96,49,9,23,39.1,13,17,76.5,20,29,49,30,7,3,18,23,-5
LAL,LAL @ DEN,11/11/2010,L,240,112,40,98,40.8,9,29,31,23,30,76.7,18,32,50,19,8,6,10,25,-6
LAL,LAL vs. MIN,11/09/2010,W,240,99,40,89,44.9,7,21,33.3,12,16,75,14,28,42,24,9,3,18,19,5
LAL,LAL vs. POR,11/07/2010,W,240,121,50,91,54.9,8,17,47.1,13,15,86.7,14,35,49,33,6,4,15,26,25
LAL,LAL vs. TOR,11/05/2010,W,240,108,37,77,48.1,7,21,33.3,27,32,84.4,7,24,31,22,12,5,12,20,5
LAL,LAL @ SAC,11/03/2010,W,240,112,39,84,46.4,11,21,52.4,23,28,82.1,7,36,43,24,4,4,6,22,12
LAL,LAL vs. MEM,11/02/2010,W,240,124,43,84,51.2,14,23,60.9,24,30,80,20,39,59,22,8,4,19,23,19
LAL,LAL vs. GSW,10/31/2010,W,240,107,39,88,44.3,6,19,31.6,23,30,76.7,18,38,56,25,9,5,20,18,24
LAL,LAL @ PHX,10/29/2010,W,240,114,46,95,48.4,12,27,44.4,10,12,83.3,13,33,46,21,8,3,11,14,8
LAL,LAL vs. HOU,10/26/2010,W,240,112,40,96,41.7,9,21,42.9,23,28,82.1,14,30,44,21,11,4,12,24,2
LAL,LAL @ LAC,04/14/2010,L,240,91,34,86,39.5,4,11,36.4,19,28,67.9,16,33,49,20,3,2,14,16,-16
LAL,LAL vs. SAC,04/13/2010,W,240,106,41,83,49.4,7,20,35,17,21,81,14,25,39,24,2,5,16,15,6
LAL,LAL vs. POR,04/11/2010,L,240,88,37,87,42.5,5,22,22.7,9,14,64.3,10,31,41,19,5,6,6,18,-3
LAL,LAL @ MIN,04/09/2010,W,240,97,38,86,44.2,7,22,31.8,14,18,77.8,17,29,46,21,9,9,12,15,9
LAL,LAL @ DEN,04/08/2010,L,240,96,30,82,36.6,8,21,38.1,28,33,84.8,17,35,52,16,5,6,11,20,-2
LAL,LAL vs. SAS,04/04/2010,L,240,81,33,81,40.7,5,21,23.8,10,14,71.4,8,26,34,25,6,5,12,21,-19
LAL,LAL vs. UTA,04/02/2010,W,240,106,35,81,43.2,7,20,35,29,37,78.4,10,38,48,25,7,6,9,23,14
LAL,LAL @ ATL,03/31/2010,L,240,92,33,72,45.8,8,20,40,18,26,69.2,8,28,36,17,4,0,12,16,-17
LAL,LAL @ NOH,03/29/2010,L,240,100,38,91,41.8,7,29,24.1,17,22,77.3,19,29,48,18,4,2,9,27,-8
LAL,LAL @ HOU,03/27/2010,W,240,109,42,73,57.5,8,14,57.1,17,24,70.8,8,35,43,21,4,9,16,25,8
LAL,LAL @ OKC,03/26/2010,L,240,75,29,74,39.2,2,15,13.3,15,24,62.5,12,27,39,7,8,3,18,18,-16
LAL,LAL @ SAS,03/24/2010,W,240,92,36,79,45.6,10,20,50,10,17,58.8,10,34,44,15,7,5,13,21,9
LAL,LAL vs. WAS,03/21/2010,W,240,99,36,68,52.9,9,17,52.9,18,22,81.8,10,27,37,25,9,6,18,14,7
LAL,LAL vs. MIN,03/19/2010,W,240,104,34,82,41.5,7,25,28,29,35,82.9,13,34,47,24,13,3,15,17,8
LAL,LAL @ SAC,03/16/2010,W,240,106,42,87,48.3,4,14,28.6,18,28,64.3,14,36,50,23,3,5,10,18,7
LAL,LAL @ GSW,03/15/2010,W,240,124,42,75,56,6,20,30,34,42,81,14,42,56,25,4,8,24,14,3
LAL,LAL @ PHX,03/12/2010,W,240,102,40,81,49.4,9,25,36,13,22,59.1,12,28,40,21,9,6,14,25,6
LAL,LAL vs. TOR,03/09/2010,W,240,109,35,78,44.9,3,15,20,36,44,81.8,12,28,40,19,7,4,9,24,2
LAL,LAL @ ORL,03/07/2010,L,240,94,33,88,37.5,5,17,29.4,23,26,88.5,14,25,39,16,6,6,7,28,-2
LAL,LAL @ CHA,03/05/2010,L,240,83,29,80,36.3,3,18,16.7,22,30,73.3,15,26,41,15,11,3,20,20,-15
LAL,LAL @ MIA,03/04/2010,L,265,111,45,88,51.1,6,23,26.1,15,25,60,13,26,39,15,11,1,16,23,-3
LAL,LAL vs. IND,03/02/2010,W,240,122,45,87,51.7,10,23,43.5,22,24,91.7,10,33,43,33,12,4,13,12,23
LAL,LAL vs. DEN,02/28/2010,W,240,95,36,79,45.6,8,16,50,15,21,71.4,12,35,47,22,16,6,18,19,6
LAL,LAL vs. PHI,02/26/2010,W,240,99,41,91,45.1,5,14,35.7,12,14,85.7,16,31,47,22,4,7,14,11,9
LAL,LAL @ DAL,02/24/2010,L,240,96,38,78,48.7,5,17,29.4,15,16,93.8,7,29,36,19,10,2,17,20,-5
LAL,LAL @ MEM,02/23/2010,W,240,99,37,76,48.7,6,17,35.3,19,26,73.1,7,30,37,19,12,4,17,20,1
LAL,LAL vs. BOS,02/18/2010,L,240,86,33,82,40.2,4,16,25,16,25,64,12,38,50,14,6,8,12,20,-1
LAL,LAL vs. GSW,02/16/2010,W,240,104,38,85,44.7,6,22,27.3,22,31,71,11,42,53,21,8,3,19,20,10
LAL,LAL @ UTA,02/10/2010,W,240,96,36,77,46.8,5,13,38.5,19,24,79.2,9,34,43,19,9,7,18,22,15
LAL,LAL vs. SAS,02/08/2010,W,240,101,38,87,43.7,6,14,42.9,19,26,73.1,12,33,45,20,4,7,10,13,12
